Province_State,Admin2,UID,iso2,iso3,code3,Lat,Long_,Total_confirmed_cases_2020,Total_confirmed_cases_2021,Total_confirmed_cases_2022,Total_confirmed_cases_2023
Arizona,Coconino,84004005,US,USA,840,35.83883429,-111.7707178,11126,28085,52079,52821
Arizona,Gila,84004007,US,USA,840,33.80190085,-110.8132779,4517,12198,21008,21401
Arizona,Graham,84004009,US,USA,840,32.93166885,-109.8882178,3228,8971,13896,14101
Arizona,Greenlee,84004011,US,USA,840,33.21498827,-109.2405279,400,1489,2668,2717
Arizona,La Paz,84004012,US,USA,840,33.72854224,-113.9810029,1464,3652,5896,5950
Arizona,Maricopa,84004013,US,USA,840,33.34835867,-112.4918154,318827,870996,1484296,1530296
Arizona,Mohave,84004015,US,USA,840,35.70471703,-113.7577902,12573,39143,66195,67291
Arizona,Navajo,84004017,US,USA,840,35.3997715,-110.3218983,11296,26994,47270,48374
Arizona,Out of AZ,84080004,US,USA,840,0.0,0.0,0,0,0,0
Arizona,Pima,84004019,US,USA,840,32.0971334,-111.7890033,69522,173038,309458,317052
Arizona,Pinal,84004021,US,USA,840,32.90525627,-111.3449483,27649,89280,153911,156974
Arizona,Santa Cruz,84004023,US,USA,840,31.52508998,-110.8479088,6002,10476,19354,19628
Arizona,Unassigned,84090004,US,USA,840,0.0,0.0,11,35,17,0
Arizona,Yavapai,84004025,US,USA,840,34.59933926,-112.5538588,11319,36447,58879,60313
Arizona,Yuma,84004027,US,USA,840,32.76895712,-113.90666740000002,27366,44378,69894,71174
Arkansas,Arkansas,84005001,US,USA,840,34.29145151,-91.37277296,1314,3671,6843,7009
Arkansas,Ashley,84005003,US,USA,840,33.19153461,-91.7698471,1273,3390,6059,6249
Arkansas,Baxter,84005005,US,USA,840,36.28784385,-92.33782872,2065,6638,10470,10722
Arkansas,Benton,84005007,US,USA,840,36.33644656,-94.25680817,17758,46614,75978,77394
Arkansas,Boone,84005009,US,USA,840,36.3084504,-93.09374925,2571,6979,11083,11277
Arkansas,Bradley,84005011,US,USA,840,33.46755808,-92.15980837,940,2085,3533,3595
Arkansas,Calhoun,84005013,US,USA,840,33.55598792,-92.49974403,234,632,1173,1196
Arkansas,Carroll,84005015,US,USA,840,36.34038560000001,-93.54270261,2073,4601,7157,7284
Arkansas,Chicot,84005017,US,USA,840,33.26458973,-91.29539209,1410,2089,3094,3126
Arkansas,Clark,84005019,US,USA,840,34.04613432,-93.17484713,1371,3680,6289,6413
Arkansas,Clay,84005021,US,USA,840,36.36826212,-90.4148172,1317,2970,4960,5146
Arkansas,Cleburne,84005023,US,USA,840,35.53864922,-92.02640019,1236,4289,7879,8055
Arkansas,Cleveland,84005025,US,USA,840,33.89723187,-92.18537045,571,1522,2623,2677
Arkansas,Columbia,84005027,US,USA,840,33.21230701,-93.22642793,1567,3610,6559,6794
Arkansas,Conway,84005029,US,USA,840,35.26205537,-92.70506566,1306,3518,6339,6606
Arkansas,Craighead,84005031,US,USA,840,35.83018283,-90.63235729,10077,25478,45753,47352
Arkansas,Crawford,84005033,US,USA,840,35.58928601,-94.2446814,4451,11536,18414,18657
Arkansas,Crittenden,84005035,US,USA,840,35.21247318,-90.30839406,4319,9952,16454,16702
Arkansas,Cross,84005037,US,USA,840,35.29631396,-90.77185818,1394,3176,5653,5745
Arkansas,Dallas,84005039,US,USA,840,33.97042763,-92.65167437,482,1191,2032,2071
Arkansas,Desha,84005041,US,USA,840,33.83011025,-91.25500948,953,2039,3604,3656
Arkansas,Drew,84005043,US,USA,840,33.59035001,-91.71777921,1448,3074,5472,5638
Arkansas,Faulkner,84005045,US,USA,840,35.14719007,-92.33717519,7618,22254,42032,42997
Arkansas,Franklin,84005047,US,USA,840,35.51202821,-93.89299569,1088,2907,4421,4489
Arkansas,Fulton,84005049,US,USA,840,36.38177105,-91.81729127,884,2035,3068,3109
Arkansas,Garland,84005051,US,USA,840,34.57692074,-93.14921604,5782,16762,26631,27083
Arkansas,Grant,84005053,US,USA,840,34.29017991,-92.42320562,1071,3063,5140,5252
Arkansas,Greene,84005055,US,USA,840,36.11735460000001,-90.55832668,4431,11173,19070,19801
Arkansas,Hempstead,84005057,US,USA,840,33.73325583,-93.66935133,1220,3233,5542,5638
Arkansas,Hot Spring,84005059,US,USA,840,34.31709259,-92.95396325,3636,8139,12882,13058
Arkansas,Howard,84005061,US,USA,840,34.09007427,-93.9934871,1106,2703,4562,4657
Arkansas,Independence,84005063,US,USA,840,35.74242707,-91.57001641,2751,7365,12591,12797
Arkansas,Izard,84005065,US,USA,840,36.09604046,-91.90847954,1298,2945,4606,4712
Arkansas,Jackson,84005067,US,USA,840,35.59802983,-91.21494602,2821,4753,7124,7280
Arkansas,Jefferson,84005069,US,USA,840,34.26767081,-91.92619839,6718,13031,21869,22364
Arkansas,Johnson,84005071,US,USA,840,35.56759135,-93.46036368,1823,4893,8020,8197
Arkansas,Lafayette,84005073,US,USA,840,33.24116713,-93.60677071,342,899,1479,1507
Arkansas,Lawrence,84005075,US,USA,840,36.04188196,-91.10867198,1574,3706,6342,6526
Arkansas,Lee,84005077,US,USA,840,34.78498904,-90.78383866,1430,2295,3301,3344
Arkansas,Lincoln,84005079,US,USA,840,33.95317155,-91.74002806,2820,3907,5385,5502
Arkansas,Little River,84005081,US,USA,840,33.70375665,-94.23468591,821,2203,3821,3888
Arkansas,Logan,84005083,US,USA,840,35.21413234,-93.71951016,1419,3866,5911,6069
Arkansas,Lonoke,84005085,US,USA,840,34.75392199,-91.88742357,4133,13353,23514,23994
Arkansas,Madison,84005087,US,USA,840,36.01038185,-93.72524943,1025,2896,4764,4857
Arkansas,Marion,84005089,US,USA,840,36.26844485,-92.68451899,629,2555,4015,4100
Arkansas,Miller,84005091,US,USA,840,33.31403423,-93.89285258,2749,6932,11423,11628
Arkansas,Mississippi,84005093,US,USA,840,35.76271485,-90.05194370000002,4393,9442,15991,16411
Arkansas,Monroe,84005095,US,USA,840,34.6815935,-91.20540287,475,1252,2291,2309
Arkansas,Montgomery,84005097,US,USA,840,34.53704874,-93.65824478,492,1194,1749,1770
Arkansas,Nevada,84005099,US,USA,840,33.66340119,-93.30632432,594,1497,2702,2770
Arkansas,Newton,84005101,US,USA,840,35.91947491,-93.21612969,553,1350,2009,2051
Arkansas,Ouachita,84005103,US,USA,840,33.58839816,-92.87795984,1370,3813,6633,6776
Arkansas,Out of AR,84080005,US,USA,840,0.0,0.0,0,0,0,0
Arkansas,Perry,84005105,US,USA,840,34.9459153,-92.94372564,438,1697,2958,3017
Arkansas,Phillips,84005107,US,USA,840,34.43268455,-90.84800154,1264,3484,5831,5887
Arkansas,Pike,84005109,US,USA,840,34.16250414,-93.65789349,685,1842,2877,2965
Arkansas,Poinsett,84005111,US,USA,840,35.57433534,-90.66268713,2406,5632,9761,10113
Arkansas,Polk,84005113,US,USA,840,34.48254879,-94.22728802,1255,3090,4602,4652
Arkansas,Pope,84005115,US,USA,840,35.44871474,-93.03212219,5448,12918,20768,20964
Arkansas,Prairie,84005117,US,USA,840,34.83624419,-91.55162157,545,1355,2374,2416
Arkansas,Pulaski,84005119,US,USA,840,34.77054088,-92.31355101,24662,65856,125241,127945
Arkansas,Randolph,84005121,US,USA,840,36.3415714,-91.02455531,1455,3730,6270,6456
Arkansas,Saline,84005125,US,USA,840,34.64916145,-92.67583224,7563,20387,36272,37142
Arkansas,Scott,84005127,US,USA,840,34.85588887,-94.0632176,588,1835,2792,2852
Arkansas,Searcy,84005129,US,USA,840,35.9109364,-92.69936482,503,1441,2510,2562
Arkansas,Sebastian,84005131,US,USA,840,35.19605503,-94.27162713,9514,24355,38662,39338
Arkansas,Sevier,84005133,US,USA,840,33.99780401,-94.2424869,2079,4240,6999,7125
Arkansas,Sharp,84005135,US,USA,840,36.16258158,-91.47819342,1134,3371,5612,5714
Arkansas,St. Francis,84005123,US,USA,840,35.02201976,-90.74828138,2728,5175,8422,8565
Arkansas,Stone,84005137,US,USA,840,35.86251946,-92.15684085,765,2051,3588,3702
Arkansas,Unassigned,84090005,US,USA,840,0.0,0.0,3135,7064,32689,33605
Arkansas,Union,84005139,US,USA,840,33.16887091,-92.59746952,2428,6542,11040,11292
Arkansas,Van Buren,84005141,US,USA,840,35.58095779,-92.51295036,743,2499,4247,4340
Arkansas,Washington,84005143,US,USA,840,35.976844,-94.21800746,21420,47853,79277,80947
Arkansas,White,84005145,US,USA,840,35.25688493,-91.74908296,4748,14744,26603,27120
Arkansas,Woodruff,84005147,US,USA,840,35.18902527,-91.2439489,362,1194,2253,2274
Arkansas,Yell,84005149,US,USA,840,35.00292371,-93.41171338,2390,4981,7538,7596
California,Alameda,84006001,US,USA,840,37.64629437,-121.8929271,53518,137548,389934,402160
California,Alpine,84006003,US,USA,840,38.59678594,-119.8223594,67,113,141,143
California,Amador,84006005,US,USA,840,38.44583082,-120.65696,2513,5999,11269,11553
California,Butte,84006007,US,USA,840,39.66727762,-121.6005252,8404,26853,51003,51967
California,Calaveras,84006009,US,USA,840,38.20537103,-120.552913,1164,4739,9448,9650
California,Colusa,84006011,US,USA,840,39.17881957,-122.2331726,1397,3385,5231,5346
California,Contra Costa,84006013,US,USA,840,37.91923498,-121.9289527,41147,112853,286387,295633
California,Del Norte,84006015,US,USA,840,41.74228275,-123.8974063,750,3902,8080,8405
California,El Dorado,84006017,US,USA,840,38.77965956,-120.5233166,6014,19582,38346,39170
California,Fresno,84006019,US,USA,840,36.75733899,-119.6466953,71453,163931,319567,329460
California,Glenn,84006021,US,USA,840,39.59875897,-122.3938452,1775,4754,7693,7811
California,Humboldt,84006023,US,USA,840,40.69923009,-123.876044,1719,11254,28532,29324
California,Imperial,84006025,US,USA,840,33.0393082,-115.3669042,24023,42336,87079,88972
California,Inyo,84006027,US,USA,840,36.51112084,-117.41119779999998,599,2774,5894,6072
California,Kern,84006029,US,USA,840,35.34329425,-118.7277796,68969,162767,300623,310792
California,Kings,84006031,US,USA,840,36.07409056,-119.8159973,16636,36454,66061,67356
California,Lake,84006033,US,USA,840,39.10124298,-122.7536244,1848,7261,14575,14941
California,Lassen,84006035,US,USA,840,40.67311306,-120.59350990000002,4634,7585,11205,11319
California,Los Angeles,84006037,US,USA,840,34.30828379,-118.2282411,771519,1696582,3631736,3710586
California,Madera,84006039,US,USA,840,37.21513971,-119.76655890000002,11084,27492,54178,55217
California,Marin,84006041,US,USA,840,38.07122463,-122.7210631,9823,21419,53278,54908
California,Mariposa,84006043,US,USA,840,37.57978556,-119.9073334,252,1736,4462,4545
California,Mendocino,84006045,US,USA,840,39.4381191,-123.3911313,2391,9158,21255,21739
California,Merced,84006047,US,USA,840,37.18922369,-120.7209035,19186,47071,87287,89409
California,Modoc,84006049,US,USA,840,41.58965602,-120.7244817,313,811,1295,1327
California,Mono,84006051,US,USA,840,37.93899289,-118.8872409,880,2130,3568,3633
California,Monterey,84006053,US,USA,840,36.21862405,-121.2413397,28458,54165,119004,122120
California,Napa,84006055,US,USA,840,38.50735751,-122.332839,5826,14700,35037,35992
California,Nevada,84006057,US,USA,840,39.30394768,-120.7627281,2714,10694,22002,22495
California,Orange,84006059,US,USA,840,33.70147516,-117.76459979999998,182684,358569,765292,788663
California,Out of CA,84080006,US,USA,840,0.0,0.0,0,0,0,0
California,Placer,84006061,US,USA,840,39.06167234,-120.7240569,14346,45333,89252,91376
California,Plumas,84006063,US,USA,840,40.00355989,-120.8395236,409,2050,4244,4290
California,Riverside,84006065,US,USA,840,33.74314981,-115.9933578,193322,415728,760606,776620
California,Sacramento,84006067,US,USA,840,38.45106826,-121.3425374,66483,179930,399580,409095
California,San Benito,84006069,US,USA,840,36.60308176,-121.069975,3705,8525,18300,18800
California,San Bernardino,84006071,US,USA,840,34.84060306,-116.1774685,204950,399918,730609,745179
California,San Diego,84006073,US,USA,840,33.03484597,-116.7365326,163574,451019,1039950,1067659
California,San Francisco,84006075,US,USA,840,37.75215114,-122.4385672,23969,67688,203027,209846
California,San Joaquin,84006077,US,USA,840,37.93433732,-121.2730061,47486,112730,221927,227031
California,San Luis Obispo,84006079,US,USA,840,35.38822029,-120.4039028,11116,33927,72811,74632
California,San Mateo,84006081,US,USA,840,37.4228808,-122.32755459999998,24697,62194,188835,194587
California,Santa Barbara,84006083,US,USA,840,34.65329488,-120.0188492,17990,51385,117002,119952
California,Santa Clara,84006085,US,USA,840,37.23104908,-121.6970462,70338,167266,482659,497526
California,Santa Cruz,84006087,US,USA,840,37.05580291,-122.0066524,9282,24221,70500,72428
California,Shasta,84006089,US,USA,840,40.76391419,-122.0396884,8750,26972,44144,44785
California,Sierra,84006091,US,USA,840,39.57713498,-120.52007009999998,32,227,370,372
California,Siskiyou,84006093,US,USA,840,41.59198861,-122.5407434,1057,4897,8838,8908
California,Solano,84006095,US,USA,840,38.26827353,-121.9357113,19130,50633,118971,122718
California,Sonoma,84006097,US,USA,840,38.52746429,-122.8862506,19239,46821,116751,119546
California,Stanislaus,84006099,US,USA,840,37.55862499,-120.9970722,37844,94332,164769,168343
California,Sutter,84006101,US,USA,840,39.03417539,-121.6945899,6479,15178,27734,28309
California,Tehama,84006103,US,USA,840,40.12570935,-122.2370171,3353,10545,17539,17875
California,Trinity,84006105,US,USA,840,40.64917670000001,-123.114713,299,1054,1929,1981
California,Tulare,84006107,US,USA,840,36.22026558,-118.8020203,37403,89297,164395,168754
California,Tuolumne,84006109,US,USA,840,38.02644018,-119.9525093,2920,8168,17312,17914
California,Unassigned,84090006,US,USA,840,0.0,0.0,167,1117,29239,4595
California,Ventura,84006111,US,USA,840,34.44465746,-119.0910613,42590,113825,233861,239184
California,Yolo,84006113,US,USA,840,38.68278902,-121.9018288,8363,23133,53712,54973
California,Yuba,84006115,US,USA,840,39.26255932,-121.3535644,3837,11268,21473,21924
Colorado,Adams,84008001,US,USA,840,39.87432092,-104.3362578,42812,101491,163682,166371
Colorado,Alamosa,84008003,US,USA,840,37.57250606,-105.7885451,1025,3175,5779,5953
Colorado,Arapahoe,84008005,US,USA,840,39.64977461,-104.3353617,41110,112287,194011,197066
Colorado,Archuleta,84008007,US,USA,840,37.19474156,-107.0476867,523,2118,3491,3534
Colorado,Baca,84008009,US,USA,840,37.31940883,-102.5603223,206,607,1011,1027
Colorado,Bent,84008011,US,USA,840,37.95474293,-103.0720195,1161,1973,2924,3004
Colorado,Boulder,84008013,US,USA,840,40.09313619,-105.3546767,15606,43093,89581,91179
Colorado,Broomfield,84008014,US,USA,840,39.95998787,-105.0566324,3089,9510,18062,18376
Colorado,Chaffee,84008015,US,USA,840,38.74745778,-106.19265729999998,1147,3100,5566,5662
Colorado,Cheyenne,84008017,US,USA,840,38.82777431,-102.6032558,98,256,383,393
Colorado,Clear Creek,84008019,US,USA,840,39.68864463,-105.6463118,313,1114,1905,1932
Colorado,Conejos,84008021,US,USA,840,37.201606,-106.19174879999998,360,1224,2267,2303
Colorado,Costilla,84008023,US,USA,840,37.27732493,-105.4276548,158,447,934,961
Colorado,Crowley,84008025,US,USA,840,38.32608609,-103.7844965,1671,2525,3522,3558
Colorado,Custer,84008027,US,USA,840,38.10883162,-105.3683478,161,521,828,837
Colorado,Delta,84008029,US,USA,840,38.86246243,-107.8631342,1782,4921,7123,7202
Colorado,Denver,84008031,US,USA,840,39.76018276,-104.8725695,51506,129550,221013,224919
Colorado,Dolores,84008033,US,USA,840,37.75208676,-108.5211585,56,295,419,424
Colorado,Douglas,84008035,US,USA,840,39.33133796,-104.930001,17508,56441,99660,100968
Colorado,Eagle,84008037,US,USA,840,39.62754308,-106.6933637,3553,12858,18551,18833
Colorado,El Paso,84008041,US,USA,840,38.83240149,-104.5251411,44259,132936,233449,237195
Colorado,Elbert,84008039,US,USA,840,39.28656773,-104.1358721,1094,3561,5770,5836
Colorado,Fremont,84008043,US,USA,840,38.47362326,-105.4399667,4805,10979,18440,18767
Colorado,Garfield,84008045,US,USA,840,39.59921777,-107.902708,4189,10604,17794,18041
Colorado,Gilpin,84008047,US,USA,840,39.85646523,-105.5252597,139,679,1163,1171
Colorado,Grand,84008049,US,USA,840,40.10603347,-106.1178042,700,2729,4003,4053
Colorado,Gunnison,84008051,US,USA,840,38.66611652,-107.0320729,801,2399,3924,3974
Colorado,Hinsdale,84008053,US,USA,840,37.82247444,-107.3004345,19,74,157,161
Colorado,Huerfano,84008055,US,USA,840,37.68473101,-104.9612585,280,978,1743,1764
Colorado,Jackson,84008057,US,USA,840,40.66593870000001,-106.3408905,40,130,194,195
Colorado,Jefferson,84008059,US,USA,840,39.58635604,-105.2517692,31574,90476,158223,160677
Colorado,Kiowa,84008061,US,USA,840,38.43260896,-102.7392145,78,287,389,392
Colorado,Kit Carson,84008063,US,USA,840,39.30497777,-102.6022199,460,1304,1863,1877
Colorado,La Plata,84008067,US,USA,840,37.28632032,-107.8429014,2369,8157,15636,15836
Colorado,Lake,84008065,US,USA,840,39.20278823,-106.3555697,447,1382,2170,2203
Colorado,Larimer,84008069,US,USA,840,40.66671597,-105.4625784,16286,54117,106380,109313
Colorado,Las Animas,84008071,US,USA,840,37.3153406,-104.0376458,712,2456,4319,4408
Colorado,Lincoln,84008073,US,USA,840,38.98749519,-103.5136649,803,1459,2377,2382
Colorado,Logan,84008075,US,USA,840,40.7249637,-103.110817,3403,5542,8548,8661
Colorado,Mesa,84008077,US,USA,840,39.01787888,-108.469799,9763,31521,50839,51841
Colorado,Mineral,84008079,US,USA,840,37.66954283,-106.9281698,44,156,294,303
Colorado,Moffat,84008081,US,USA,840,40.61810999,-108.2070876,617,2361,3648,3738
Colorado,Montezuma,84008083,US,USA,840,37.33859579,-108.5958857,1341,4333,7506,7673
Colorado,Montrose,84008085,US,USA,840,38.40214114,-108.26390220000002,2465,7290,11017,11179
Colorado,Morgan,84008087,US,USA,840,40.26279810000001,-103.8093302,2214,4378,6813,6973
