Province_State,Admin2,UID,iso2,iso3,code3,Lat,Long_,Total_confirmed_cases_01_2020,Total_confirmed_cases_02_2020,Total_confirmed_cases_03_2020,Total_confirmed_cases_04_2020,Total_confirmed_cases_05_2020,Total_confirmed_cases_06_2020,Total_confirmed_cases_07_2020,Total_confirmed_cases_08_2020,Total_confirmed_cases_09_2020,Total_confirmed_cases_10_2020,Total_confirmed_cases_11_2020,Total_confirmed_cases_12_2020,Total_confirmed_cases_01_2021,Total_confirmed_cases_02_2021,Total_confirmed_cases_03_2021,Total_confirmed_cases_04_2021,Total_confirmed_cases_05_2021,Total_confirmed_cases_06_2021,Total_confirmed_cases_07_2021,Total_confirmed_cases_08_2021,Total_confirmed_cases_09_2021,Total_confirmed_cases_10_2021,Total_confirmed_cases_11_2021,Total_confirmed_cases_12_2021,Total_confirmed_cases_01_2022,Total_confirmed_cases_02_2022,Total_confirmed_cases_03_2022,Total_confirmed_cases_04_2022,Total_confirmed_cases_05_2022,Total_confirmed_cases_06_2022,Total_confirmed_cases_07_2022,Total_confirmed_cases_08_2022,Total_confirmed_cases_09_2022,Total_confirmed_cases_10_2022,Total_confirmed_cases_11_2022,Total_confirmed_cases_12_2022,Total_confirmed_cases_01_2023,Total_confirmed_cases_02_2023,Total_confirmed_cases_03_2023
Kansas,Dickinson,84020041,US,USA,840,38.86600962,-97.15532383,0,0,0,2,4,8,40,80,214,349,731,1239,1606,1685,1709,1744,1778,1825,1971,2254,2621,2929,3147,3527,4548,4780,4797,4805,4828,4943,5133,5393,5515,5561,5658,5803,5841,5883,5906
Kansas,Doniphan,84020043,US,USA,840,39.79067154,-95.14056866,0,0,1,3,15,26,44,68,123,215,516,723,894,939,959,967,1015,1044,1146,1256,1328,1381,1522,1775,2296,2428,2442,2447,2462,2504,2583,2669,2711,2737,2763,2803,2824,2842,2850
Kansas,Douglas,84020045,US,USA,840,38.88503636,-95.2925121,0,0,24,50,66,157,650,1378,2343,2964,4542,6196,7771,8240,8514,8787,8925,8972,9369,10413,11519,12219,12847,14599,22720,24663,24926,26285,27356,28665,29848,30760,31662,32034,32524,33273,33727,34176,34368
Kansas,Edwards,84020047,US,USA,840,37.88735543,-99.31263309,0,0,0,3,5,6,10,25,53,83,178,240,255,252,259,263,267,267,270,284,314,370,444,480,551,560,562,558,557,563,586,626,629,637,650,667,674,679,679
Kansas,Elk,84020049,US,USA,840,37.45338105,-96.24369667,0,0,0,1,1,1,1,1,6,15,58,106,159,174,179,180,180,181,187,219,256,302,349,388,541,569,570,570,571,582,602,623,632,644,658,678,689,696,699
Kansas,Ellis,84020051,US,USA,840,38.91458712,-99.31751551,0,0,0,8,8,18,128,419,1042,1451,2404,3210,3463,3677,3721,3734,3752,3764,3796,4020,4357,4586,4858,5210,6805,7107,7133,7143,7193,7322,7489,7785,7932,8005,8171,8301,8368,8416,8442
Kansas,Ellsworth,84020053,US,USA,840,38.69677695,-98.20462799,0,0,0,0,2,3,18,25,58,330,711,1048,1162,1206,1215,1221,1223,1226,1234,1279,1339,1396,1474,1602,1948,2017,2014,2014,2019,2033,2110,2239,2282,2337,2357,2406,2423,2438,2461
Kansas,Finney,84020055,US,USA,840,38.04340344,-100.7381938,0,0,1,404,1481,1570,1737,1889,2174,3110,4626,5457,5881,5982,6015,6048,6094,6114,6155,6633,7078,7535,8113,8758,11303,11498,11535,11539,11556,11755,12218,12595,12752,12790,12973,13183,13262,13395,13435
Kansas,Ford,84020057,US,USA,840,37.69200114,-99.88825298,0,0,1,675,1742,1944,2026,2329,2902,3491,4650,5138,5459,5569,5684,5743,5768,5789,5875,6399,6855,7177,7422,7851,10360,10573,10619,10621,10644,10823,11200,11591,11676,11739,11826,11997,12091,12437,12512
Kansas,Franklin,84020059,US,USA,840,38.56443815,-95.28644341,0,0,7,14,34,71,149,262,393,594,1113,1757,2264,2432,2495,2544,2578,2601,2824,3124,3614,3798,4062,4773,6606,6890,6913,6979,7064,7202,7368,7548,7664,7775,7883,8047,8135,8199,8235
Kansas,Geary,84020061,US,USA,840,38.99871131,-96.7577178,0,0,0,11,20,57,128,223,427,573,992,1759,2718,3017,3166,3366,3449,3650,3945,4234,4583,4780,5022,5435,8569,9156,9209,9234,9312,9546,9946,10471,10736,10820,11022,11203,11285,11378,11418
Kansas,Gove,84020063,US,USA,840,38.91588178,-100.4829321,0,0,1,1,1,1,3,11,76,199,301,332,370,376,385,386,386,388,391,397,447,477,553,625,749,787,785,786,793,819,835,869,880,893,902,918,924,949,967
Kansas,Graham,84020065,US,USA,840,39.34987223,-99.88332493,0,0,0,0,0,0,16,25,37,58,163,204,244,249,262,265,265,265,268,284,310,322,340,390,517,564,566,566,578,589,607,627,635,660,728,746,751,755,757
Kansas,Grant,84020067,US,USA,840,37.56227336,-101.3079758,0,0,0,4,18,47,92,159,303,470,739,912,912,926,935,941,946,951,981,1050,1123,1259,1445,1602,2133,2191,2203,2203,2207,2245,2366,2561,2637,2651,2686,2748,2767,2786,2800
Kansas,Gray,84020069,US,USA,840,37.73836671,-100.4369088,0,0,0,4,22,29,71,106,136,211,448,523,543,552,556,563,566,586,636,677,765,877,942,972,1187,1226,1232,1233,1238,1245,1254,1305,1314,1319,1344,1384,1410,1419,1429
Kansas,Greeley,84020071,US,USA,840,38.4808095,-101.8061079,0,0,0,0,0,0,3,5,9,44,88,93,102,101,104,104,104,104,104,122,128,161,189,235,326,333,333,331,332,335,346,370,375,381,388,390,391,391,391
Kansas,Greenwood,84020073,US,USA,840,37.8774388,-96.23250453,0,0,0,3,9,11,15,25,49,108,197,471,523,547,551,556,567,575,621,795,937,974,1055,1195,1670,1776,1782,1795,1813,1841,1891,1982,2038,2068,2093,2140,2168,2213,2222
Kansas,Hamilton,84020075,US,USA,840,37.99978709,-101.7921066,0,0,0,2,17,29,37,43,46,72,159,187,199,199,202,202,210,210,212,222,253,282,321,353,449,461,462,464,464,466,507,526,533,534,536,544,544,553,553
Kansas,Harper,84020077,US,USA,840,37.19175361,-98.07578384,0,0,0,1,2,2,8,112,120,165,320,427,565,595,618,617,617,624,635,685,820,918,1027,1281,1590,1640,1648,1651,1657,1688,1732,1757,1789,1801,1855,1887,1900,1915,1920
Kansas,Harvey,84020079,US,USA,840,38.04293782,-97.42747573,0,0,1,7,11,37,157,293,361,649,1842,2623,3269,3402,3547,3613,3678,3710,3797,4127,4629,5107,5547,6383,9003,9500,9589,9609,9672,9935,10368,10862,11083,11187,11371,11583,11720,11894,11960
Kansas,Haskell,84020081,US,USA,840,37.5620394,-100.8710738,0,0,0,7,21,23,46,49,126,178,264,361,401,407,418,418,419,421,425,476,520,572,636,715,932,965,965,962,964,973,998,1027,1049,1054,1084,1104,1118,1132,1137
Kansas,Hodgeman,84020083,US,USA,840,38.08780079,-99.89829881,0,0,0,0,5,9,11,13,26,40,140,161,178,199,210,211,213,214,213,223,226,236,257,296,401,409,412,412,411,420,433,463,467,472,481,491,492,497,509
Kansas,Jackson,84020085,US,USA,840,39.41673394,-95.79356799,0,0,1,2,96,112,144,204,250,352,697,1018,1259,1330,1381,1398,1411,1419,1479,1709,1877,2051,2331,2672,3723,3869,3884,3898,3924,4008,4150,4279,4324,4364,4486,4570,4600,4619,4640
Kansas,Jefferson,84020087,US,USA,840,39.2347941,-95.38289232,0,0,1,9,22,25,59,119,199,300,731,1173,1521,1611,1669,1710,1742,1763,1844,2105,2434,2601,2788,3238,4527,4730,4751,4814,4854,4971,5121,5302,5378,5426,5527,5611,5693,5734,5764
Kansas,Jewell,84020089,US,USA,840,39.78470589,-98.21820662,0,0,0,4,4,4,9,14,17,29,85,150,184,198,207,210,213,216,217,225,315,416,563,627,757,783,786,786,793,803,837,869,888,895,906,936,948,953,954
Kansas,Johnson,84020091,US,USA,840,38.88548175,-94.82250877,0,0,134,464,812,1692,4883,8216,11575,15817,27420,38865,49641,54224,56159,57888,59144,59916,63147,69476,74792,78177,82542,92698,135952,143970,145130,146955,150699,156392,161737,166293,167985,169531,171758,174328,176146,177597,178296
Kansas,Kearny,84020093,US,USA,840,38.00017981,-101.321681,0,0,0,16,45,48,57,71,100,160,562,503,548,560,561,567,573,574,583,634,684,786,878,994,1202,1237,1237,1236,1240,1258,1292,1337,1349,1351,1358,1365,1368,1378,1381
Kansas,Kingman,84020095,US,USA,840,37.55909527,-98.13638678,0,0,0,0,0,0,9,41,100,151,388,557,671,727,741,752,772,778,806,892,1022,1193,1298,1449,1883,1945,1963,1962,1969,2025,2080,2124,2189,2209,2237,2266,2303,2328,2341
Kansas,Kiowa,84020097,US,USA,840,37.55848695,-99.2856537,0,0,0,1,2,4,6,8,28,69,108,175,227,238,238,238,239,238,240,272,317,385,420,467,639,667,668,667,670,690,695,711,715,724,736,755,767,771,775
Kansas,Labette,84020099,US,USA,840,37.19113093,-95.29849679,0,0,1,22,23,59,110,183,246,414,875,1922,2428,2598,2722,2734,2751,2774,2996,3290,3432,3529,3943,4390,6201,6581,6609,6615,6647,6826,7018,7230,7472,7550,7655,7771,7868,7971,7991
Kansas,Lane,84020101,US,USA,840,38.48119447,-100.4660754,0,0,0,0,3,5,5,8,14,28,77,127,128,124,125,126,128,128,132,140,158,169,198,224,285,294,295,295,298,302,312,331,342,345,362,366,369,370,370
Kansas,Leavenworth,84020103,US,USA,840,39.20183497,-95.03620809,0,0,24,356,1082,1162,1392,1669,2258,2687,3817,5044,6186,6765,7051,7188,7255,7324,7950,9071,9924,10384,11139,12255,17932,19192,19314,19463,19794,20436,21247,22046,22445,22922,23275,23665,23960,24161,24249
Kansas,Lincoln,84020105,US,USA,840,39.04549684,-98.20756994,0,0,0,0,0,1,6,7,14,23,94,208,248,254,257,263,265,266,271,286,304,362,398,448,598,617,621,623,623,633,645,667,673,679,715,725,732,737,740
Kansas,Linn,84020107,US,USA,840,38.21267844,-94.84254089,0,0,5,6,11,14,30,55,83,127,308,518,710,747,777,810,822,833,941,1134,1452,1602,1680,1938,2669,2810,2817,2823,2842,2909,3017,3146,3262,3295,3333,3384,3427,3466,3490
Kansas,Logan,84020109,US,USA,840,38.91735806,-101.148475,0,0,0,0,0,1,2,2,29,124,238,273,287,291,295,293,290,305,308,323,363,425,525,614,805,838,840,843,848,872,891,909,935,949,970,1008,1012,1017,1021
Kansas,Lyon,84020111,US,USA,840,38.45576156,-96.15275715,0,0,11,218,354,489,644,931,1141,1377,2657,3366,3862,4089,4209,4261,4299,4326,4432,4794,5209,5483,5837,6591,9390,9916,9951,9980,10218,10443,10626,10998,11248,11358,11563,11754,11914,12053,12076
Kansas,Marion,84020115,US,USA,840,38.35855394,-97.0985251,0,0,0,5,5,9,48,64,102,165,430,687,951,1021,1045,1095,1113,1120,1135,1225,1440,1653,1897,2226,3171,3308,3324,3333,3354,3423,3514,3631,3698,3757,3835,3931,3970,4019,4032
Kansas,Marshall,84020117,US,USA,840,39.78359669,-96.52278974,0,0,0,0,0,2,9,17,30,96,455,855,926,1067,1077,1084,1124,1138,1190,1302,1391,1463,1728,1972,2448,2540,2548,2557,2571,2594,2648,2734,2785,2813,2862,2919,2934,2951,2962
Kansas,McPherson,84020113,US,USA,840,38.39184858,-97.64769869,0,0,3,22,27,72,129,212,287,472,1447,2348,2929,3106,3201,3256,3297,3342,3408,3696,4129,4497,4899,5464,7371,7729,7795,7820,7882,8058,8323,8669,8853,8978,9149,9312,9416,9536,9609
Kansas,Meade,84020119,US,USA,840,37.23859987,-100.364831,0,0,0,5,29,31,39,64,136,170,308,400,478,493,502,513,517,517,514,554,592,700,749,829,1176,1217,1220,1221,1221,1240,1252,1286,1314,1318,1332,1347,1378,1427,1439
Kansas,Miami,84020121,US,USA,840,38.56383358,-94.83832189,0,0,0,5,7,27,117,200,412,583,1073,1818,2482,2629,2669,2741,2773,2806,2996,3353,4090,4369,4648,5360,7322,7687,7728,7813,7959,8230,8481,8781,8997,9112,9230,9377,9489,9611,9651
Kansas,Mitchell,84020123,US,USA,840,39.39331582,-98.20906732,0,0,2,3,4,4,27,32,47,63,228,401,542,558,561,561,564,569,578,605,713,791,879,931,1356,1426,1429,1426,1433,1460,1516,1573,1616,1628,1685,1735,1750,1755,1759
Kansas,Montgomery,84020125,US,USA,840,37.19236568,-95.74329258,0,0,5,17,21,41,152,255,435,722,1158,2244,2995,3265,3395,3449,3472,3484,3666,4474,5145,5375,5589,6135,8952,9379,9412,9428,9454,9632,9893,10289,10473,10543,10672,10789,10868,10963,10986
Kansas,Morris,84020127,US,USA,840,38.68827511,-96.65128437,0,0,2,3,5,5,9,20,41,69,173,404,508,554,569,581,590,592,635,697,743,778,833,979,1422,1494,1502,1508,1514,1546,1581,1660,1684,1692,1709,1740,1756,1767,1769
Kansas,Morton,84020129,US,USA,840,37.19141121,-101.79925190000002,0,0,0,3,5,6,9,10,20,62,164,201,231,253,255,255,267,269,276,287,316,387,450,487,604,620,623,620,624,633,646,658,669,671,689,712,723,742,743
Kansas,Nemaha,84020131,US,USA,840,39.78345387,-96.01392079,0,0,0,1,16,26,47,55,128,357,1046,1345,1416,1472,1502,1510,1516,1531,1579,1700,1829,1933,2189,2462,3083,3226,3234,3238,3248,3320,3431,3548,3631,3653,3697,3742,3769,3785,3796
Kansas,Neosho,84020133,US,USA,840,37.55862897,-95.30670046,0,0,1,3,2,32,50,83,179,280,690,1192,1590,1740,1771,1800,1807,1820,2005,2251,2448,2615,2952,3384,4835,5102,5142,5159,5178,5327,5495,5640,5734,5785,5887,6011,6054,6085,6105
Kansas,Ness,84020135,US,USA,840,38.47974157,-99.91547333,0,0,0,0,1,4,5,22,92,157,271,304,340,364,369,371,372,372,380,409,474,491,537,590,767,779,781,781,780,794,798,821,831,837,872,883,884,899,907
Kansas,Norton,84020137,US,USA,840,39.78443827,-99.90286639,0,0,0,0,2,4,22,23,35,663,1058,1165,1184,1201,1203,1205,1207,1210,1239,1299,1330,1453,1579,1679,2064,2146,2151,2153,2154,2161,2182,2298,2345,2363,2391,2425,2440,2455,2457
Kansas,Osage,84020139,US,USA,840,38.65235984,-95.72707998,0,0,3,5,7,13,38,65,114,174,535,816,1067,1187,1207,1232,1258,1267,1345,1593,1879,2003,2217,2630,3716,3888,3897,3922,3970,4075,4208,4346,4431,4493,4628,4736,4801,4866,4894
Kansas,Osborne,84020141,US,USA,840,39.3503437,-98.76753828,0,0,0,2,2,2,4,4,11,38,91,181,271,286,288,289,291,293,297,315,365,416,498,580,742,789,793,803,806,816,850,896,912,925,978,1000,1004,1011,1012
Kansas,Ottawa,84020143,US,USA,840,39.13237408,-97.65020313,0,0,1,4,4,6,30,43,58,123,250,417,527,548,549,551,552,560,580,633,686,741,837,901,1134,1192,1203,1208,1213,1227,1269,1337,1367,1381,1406,1429,1441,1448,1453
Kansas,Out of KS,84080020,US,USA,840,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Pawnee,84020145,US,USA,840,38.18108732,-99.23692334,0,0,0,0,0,4,7,206,463,463,675,982,1107,1132,1144,1166,1173,1178,1184,1207,1322,1489,1568,1659,2024,2115,2121,2137,2153,2226,2284,2359,2413,2439,2501,2556,2569,2579,2614
Kansas,Phillips,84020147,US,USA,840,39.78465501,-99.34668865,0,0,0,1,2,3,47,51,122,211,435,578,654,704,712,713,714,715,720,746,796,903,983,1079,1302,1354,1361,1361,1360,1371,1422,1516,1545,1551,1605,1667,1677,1685,1691
Kansas,Pottawatomie,84020149,US,USA,840,39.37925655,-96.34564657,0,0,2,13,25,65,102,163,278,405,693,1109,1502,1746,1852,1886,1919,2005,2165,2462,2666,2827,3155,3644,5334,5675,5730,5754,5823,5989,6187,6475,6603,6684,6829,6964,7032,7086,7110
Kansas,Pratt,84020151,US,USA,840,37.64780729,-98.73922153,0,0,0,1,2,11,33,42,77,192,500,683,781,802,812,814,815,815,839,969,1149,1237,1361,1475,1814,1918,1925,1926,1935,1985,2027,2080,2104,2110,2172,2233,2253,2277,2281
Kansas,Rawlins,84020153,US,USA,840,39.78525843,-101.0761617,0,0,0,0,0,0,0,1,44,120,180,256,285,290,298,300,324,334,335,338,372,429,533,591,663,678,678,678,685,696,698,709,711,717,740,762,772,790,805
Kansas,Reno,84020155,US,USA,840,37.95230263,-98.08607292,0,0,7,36,43,63,214,753,1155,2376,5137,6938,8019,8295,8350,8490,8553,8602,8770,9526,10586,11343,12522,13839,17742,18444,18556,18594,18694,19123,19910,20733,21119,21436,21813,22234,22488,22696,22806
Kansas,Republic,84020157,US,USA,840,39.82799632,-97.65036709,0,0,0,4,4,11,27,36,49,86,338,578,647,657,659,661,669,673,678,713,859,888,942,1014,1282,1343,1346,1348,1357,1365,1394,1444,1462,1480,1500,1537,1546,1551,1551
Kansas,Rice,84020159,US,USA,840,38.34616184,-98.19992118,0,0,0,3,4,4,27,44,85,160,468,783,996,1052,1064,1074,1078,1081,1095,1173,1373,1471,1572,1813,2467,2587,2609,2611,2621,2676,2760,2861,2898,2941,2990,3036,3056,3073,3082
Kansas,Riley,84020161,US,USA,840,39.28935726,-96.73420026,0,0,2,49,64,233,449,934,1869,2226,3709,4917,5934,6185,6315,6421,6552,6682,7038,7388,7871,8097,8428,9009,11906,13212,13454,13624,13778,14107,14557,15095,15442,15532,15822,16092,16214,16379,16451
Kansas,Rooks,84020163,US,USA,840,39.35022773,-99.32484567,0,0,0,6,6,7,15,29,106,164,368,461,602,632,656,655,656,660,663,679,754,795,861,1015,1274,1349,1368,1371,1388,1404,1416,1507,1531,1548,1568,1580,1581,1582,1582
Kansas,Rush,84020165,US,USA,840,38.52275276,-99.30863983,0,0,0,0,0,1,5,17,66,108,264,343,418,424,431,431,433,434,441,459,490,515,556,608,774,809,810,808,811,819,836,860,882,893,905,920,958,962,965
Kansas,Russell,84020167,US,USA,840,38.91462787,-98.76254297,0,0,0,0,0,0,10,19,110,210,551,727,798,839,854,858,860,865,890,927,1015,1152,1319,1476,1810,1869,1878,1882,1884,1902,1920,1993,2021,2059,2112,2132,2149,2153,2155
Kansas,Saline,84020169,US,USA,840,38.78369175,-97.65185177,0,0,1,21,25,105,340,481,781,1171,2503,4436,5542,5951,6086,6216,6293,6362,6689,7269,7910,8514,9143,9999,13373,14038,14108,14124,14207,14507,15084,15753,16043,16164,16399,16697,16867,17033,17109
Kansas,Scott,84020171,US,USA,840,38.48222076,-100.9066539,0,0,0,1,14,16,26,86,105,174,352,507,557,569,576,585,600,604,614,644,684,792,884,955,1237,1274,1279,1278,1282,1319,1374,1427,1440,1447,1486,1554,1559,1573,1577
Kansas,Sedgwick,84020173,US,USA,840,37.6842718,-97.4608198,0,0,58,402,580,1208,4072,6917,9102,13138,27966,39423,49884,53571,54799,56132,57272,58027,59910,66503,76285,81588,86516,96411,138916,144209,144521,144967,146142,149227,154355,159456,162032,163504,165500,168057,169718,170864,171398
Kansas,Seward,84020175,US,USA,840,37.19324632,-100.8507201,0,0,0,527,883,1011,1188,1380,1738,2201,2952,3552,3704,3774,3834,3858,3873,3880,3946,4134,4424,4651,4981,5444,6822,6918,6920,6913,6917,7025,7276,7636,7740,7775,7864,7955,8252,8484,8510
Kansas,Shawnee,84020177,US,USA,840,39.04100763,-95.7557264,0,0,17,117,300,646,1389,2187,2804,3769,7855,11608,15147,16327,16896,17380,17569,17754,18545,21761,24484,25698,27318,31041,45505,47818,48102,48484,49245,50717,53210,55429,56205,56772,58121,59351,59958,60429,60744
Kansas,Sheridan,84020179,US,USA,840,39.35018161,-100.4418259,0,0,0,2,2,4,7,10,30,201,320,383,422,426,432,432,436,437,439,453,473,501,562,619,755,785,786,786,788,802,809,841,861,866,876,896,897,899,902
Kansas,Sherman,84020181,US,USA,840,39.35147699,-101.7197624,0,0,0,4,7,7,14,18,42,239,451,544,582,606,619,633,653,662,673,705,762,828,1079,1187,1442,1495,1507,1511,1515,1537,1580,1647,1665,1673,1749,1779,1787,1803,1812
Kansas,Smith,84020183,US,USA,840,39.78516566,-98.78566062,0,0,0,2,2,3,3,4,8,28,144,210,252,264,269,270,271,279,288,292,333,404,473,505,613,642,644,644,647,648,669,704,712,726,784,816,821,828,839
Kansas,Stafford,84020185,US,USA,840,38.03100851,-98.71762001,0,0,1,1,1,1,3,31,59,93,209,280,321,333,337,339,344,344,364,395,523,608,737,852,1082,1130,1136,1139,1140,1174,1202,1274,1302,1321,1340,1367,1382,1392,1401
Kansas,Stanton,84020187,US,USA,840,37.56304714,-101.7843534,0,0,0,6,9,10,16,40,67,105,148,161,174,184,184,184,185,186,197,230,255,287,316,342,418,437,437,427,427,435,444,457,468,468,500,517,521,527,530
Kansas,Stevens,84020189,US,USA,840,37.1923008,-101.3118967,0,0,2,9,30,31,43,59,138,233,408,482,530,546,555,558,559,560,575,643,705,793,989,1070,1412,1455,1462,1464,1466,1550,1636,1687,1739,1751,1786,1832,1855,1911,1923
Kansas,Sumner,84020191,US,USA,840,37.23682549,-97.47721621,0,0,1,3,8,11,97,121,208,337,824,1338,1891,2069,2107,2158,2188,2236,2313,2573,2987,3261,3503,4041,5380,5607,5663,5717,5748,5839,5970,6152,6242,6323,6438,6561,6597,6629,6649
Kansas,Thomas,84020193,US,USA,840,39.35107575,-101.0553705,0,0,0,0,0,15,32,52,152,342,655,886,1014,1067,1092,1096,1099,1103,1127,1199,1289,1369,1657,1840,2283,2369,2377,2389,2407,2515,2615,2727,2778,2816,2880,2946,2981,3008,3022
Kansas,Trego,84020195,US,USA,840,38.91467218,-99.87284448,0,0,0,0,1,1,5,26,61,113,225,292,376,400,404,406,407,407,413,429,463,496,521,560,725,749,753,755,759,793,807,833,848,856,872,903,935,945,947
Kansas,Unassigned,84090020,US,USA,840,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wabaunsee,84020197,US,USA,840,38.95471985,-96.20350509,0,0,0,21,31,35,40,56,72,93,308,442,606,658,676,679,685,698,763,832,876,919,986,1228,1548,1623,1637,1638,1649,1686,1726,1786,1811,1823,1869,1947,1969,1992,1996
Kansas,Wallace,84020199,US,USA,840,38.91686134,-101.7638876,0,0,0,0,0,0,0,4,19,70,137,159,166,173,175,178,179,179,185,202,215,242,313,346,405,436,436,438,438,441,458,463,472,472,475,484,487,487,488
Kansas,Washington,84020201,US,USA,840,39.78420784,-97.0875323,0,0,0,1,1,1,2,9,22,42,322,436,489,523,531,533,536,555,568,617,698,814,901,1016,1306,1389,1394,1396,1415,1433,1453,1513,1532,1543,1565,1591,1603,1609,1633
Kansas,Wichita,84020203,US,USA,840,38.48178252,-101.3471509,0,0,0,0,1,0,3,4,6,53,152,179,210,215,216,216,217,218,223,239,255,296,313,350,477,493,494,493,494,520,552,552,558,563,574,588,596,598,598
Kansas,Wilson,84020205,US,USA,840,37.55937174,-95.74323255,0,0,0,1,1,1,8,16,64,124,313,662,842,939,986,1006,1018,1032,1104,1248,1392,1553,1656,1900,2632,2791,2813,2822,2832,2887,2981,3140,3196,3233,3341,3387,3421,3447,3456
Kansas,Woodson,84020207,US,USA,840,37.8865336,-95.74006277,0,0,2,5,6,10,12,12,23,37,69,114,184,204,210,217,219,225,244,286,358,414,445,571,749,788,794,796,797,826,874,914,932,938,956,1012,1030,1036,1036
Kansas,Wyandotte,84020209,US,USA,840,39.11727348,-94.76378225,0,0,79,677,1337,2234,4373,6029,7163,8685,11528,15576,18114,19161,19663,20233,20603,21023,22308,25211,27124,28034,29028,31825,44709,46549,46773,47076,47641,48669,50128,51590,52271,52622,53168,53736,54153,54494,54648
Kentucky,Adair,84021001,US,USA,840,37.10459774,-85.28129668,0,0,0,83,97,117,201,260,316,516,743,1202,1444,1589,1774,1844,1949,1957,2057,2427,2908,3373,3656,3973,4828,5448,5865,5915,5975,6165,6455,6877,7101,7292,7376,7505,7717,7803,7849
Kentucky,Allen,84021003,US,USA,840,36.75197631,-86.19457544,0,0,2,13,70,166,216,253,364,562,729,1153,1547,1799,1927,2052,2097,2122,2230,2848,3564,3819,3961,4326,5956,6510,6577,6597,6652,6827,7094,7606,7770,7948,8039,8202,8431,8512,8543
Kentucky,Anderson,84021005,US,USA,840,38.00671029,-84.99171713,0,0,2,8,18,27,72,115,167,278,506,971,1447,1618,1684,1726,1759,1797,1894,2261,2943,3524,3772,4135,5577,6139,6478,6592,6730,6930,7211,7611,7859,8023,8140,8252,8401,8489,8514
Kentucky,Ballard,84021007,US,USA,840,37.05842757,-88.99427697,0,0,0,9,12,14,30,42,57,79,147,233,308,348,376,394,409,420,428,529,617,698,744,832,1165,1246,1308,1379,1422,1514,1566,1636,1649,1672,1685,1702,1727,1742,1751
Kentucky,Barren,84021009,US,USA,840,36.96469836,-85.93338945,0,0,1,17,45,86,315,499,796,1326,1985,2536,3497,4032,4244,4425,4475,4518,4768,5863,7598,7982,8537,9219,11478,12631,12983,13004,13126,13478,14042,14734,15322,15787,16014,16395,16992,17288,17377
Kentucky,Bath,84021011,US,USA,840,38.14735938,-83.74588932,0,0,0,4,9,15,32,65,90,138,279,505,701,768,821,954,1037,1051,1082,1265,1470,1597,1779,2014,2421,2833,3055,3198,3244,3367,3525,3900,4084,4199,4276,4446,4586,4646,4665
Kentucky,Bell,84021013,US,USA,840,36.73355174,-83.67766671,0,0,0,0,1,8,267,395,507,783,1247,1787,2433,2748,2944,3081,3140,3182,3294,4413,5486,5824,5950,6204,7831,8754,8847,8861,8914,9031,9345,10010,10265,10533,10611,10759,11021,11139,11175
Kentucky,Boone,84021015,US,USA,840,38.97065142,-84.72615357,0,0,8,138,436,597,984,1296,1610,2305,4701,7521,10766,12484,13196,13698,14236,14440,14857,16469,18862,20470,21938,24378,34206,36043,37030,37461,38173,39230,40576,42323,43204,44256,44787,45533,46336,47219,47400
Kentucky,Bourbon,84021017,US,USA,840,38.2054607,-84.21827874,0,0,2,8,11,31,68,114,200,333,549,926,1406,1549,1619,1676,1731,1767,1853,2277,2934,3178,3501,3828,5242,5875,5949,5982,6079,6314,6618,7020,7235,7391,7456,7604,7725,7807,7822
Kentucky,Boyd,84021019,US,USA,840,38.36176608,-82.68652187,0,0,4,33,39,62,165,241,470,734,1779,3003,4257,4627,4773,4895,5066,5142,5348,6413,7773,8432,9011,10092,14147,15919,16244,16308,16649,17321,18213,19604,20428,21138,21386,21745,22468,22874,22965
Kentucky,Boyle,84021021,US,USA,840,37.62680923,-84.8633779,0,0,4,17,25,38,129,208,294,485,995,2162,2972,3154,3279,3393,3459,3508,3618,4288,5093,5390,5641,5934,7472,8285,8382,8440,8581,9260,9607,10118,10435,10672,10777,10982,11266,11425,11447
Kentucky,Bracken,84021023,US,USA,840,38.69158994,-84.08532444,0,0,1,7,12,17,29,37,41,74,148,275,446,519,542,623,652,674,693,827,1013,1124,1284,1451,1960,2088,2149,2176,2210,2306,2390,2483,2574,2633,2655,2693,2726,2752,2761
Kentucky,Breathitt,84021025,US,USA,840,37.52333168,-83.31959161,0,0,2,3,3,8,24,55,91,151,372,597,830,923,976,993,1034,1054,1084,1400,1869,2023,2117,2279,2940,3511,3711,3788,3845,4020,4247,4626,4908,5039,5092,5141,5280,5389,5402
Kentucky,Breckinridge,84021027,US,USA,840,37.77377239,-86.42885017,0,0,2,9,17,24,49,99,139,217,442,658,995,1100,1144,1241,1295,1323,1414,1973,2532,2754,3110,3465,4623,4975,5024,5143,5235,5331,5502,5947,6119,6296,6379,6504,6613,6685,6698
Kentucky,Bullitt,84021029,US,USA,840,37.97162523,-85.68955617,0,0,6,53,111,150,300,621,912,1582,2886,4134,5828,6158,6805,7131,7340,7413,7770,9321,11307,12082,12760,13909,19696,20859,21176,21629,22360,23263,24086,25612,26290,26973,27335,28007,28772,29123,29211
